mSigma,ObservedIntens,ObservedM_z,calc_M_z,errMDa,errPpm,sumFormula,C,H,N,O,S,H1,HCraito,OCraito,CN2,NSP,abserrPpm,sumintens,relativeintens,avemass,dbe_o,aimod,dbe,nosc,kmdch2,nkmch2,kmdh2,nkmh2,kmdh2o,nkmh2o,kmdo,nkmo,kmdcoo,nkmcoo
658.45,22520552,735.193205,735.193059,-0.146,-0.199,C27H34O13,37,35,0,16,0,36,0.972972973,0.432432432,76,0,0.199,74423097888,4.83E-05,417.4783194,4,0.413793103,20,-0.108108108,0.627864138,734,5.515159874,729,0.238205353,735,0.426786826,735,0.363044853,735
323.88,34595552,735.214224,735.214188,-0.037,-0.05,C26H30O14,34,39,0,18,0,40,1.176470588,0.529411765,70,0,0.05,74423097888,0.000271743,417.4783194,-3,0.24,15,-0.117647059,0.60675873,734,5.494194925,730,0.217088748,735,0.447922543,735,0.384178738,735
-1000,37561048,735.250498,735.250573,0.075,0.102,C25H26O15,35,43,0,17,0,44,1.257142857,0.485714286,72,0,0.102,74423097888,6.89E-05,417.4783194,-3,0.20754717,14,-0.285714286,0.570414358,734,5.458092427,730,0.180725091,735,0.48431911,735,0.420572151,735
547.83,33366724,737.156899,737.157067,0.168,0.228,C23H18O17,32,33,0,20,0,34,1.0625,0.625,66,0,0.228,74423097888,6.11E-05,417.4783194,-4,0.272727273,16,0.1875,0.666049166,736,5.566400913,731,0.275349441,737,0.39141921,737,0.327506956,737
555.61,14639364,737.172729,737.172323,-0.406,-0.551,C28H36O12,36,33,0,17,0,34,0.944444444,0.472222222,74,0,0.551,74423097888,6.86E-05,417.4783194,3,0.418181818,20,0,0.650810201,736,5.551263364,731,0.26010239,737,0.406680061,737,0.342766484,737
151.24,22626554,737.193483,737.193453,-0.03,-0.041,C27H32O13,33,37,0,19,0,38,1.151515152,0.575757576,68,0,0.041,74423097888,0.000281106,417.4783194,-4,0.234042553,15,0,0.629703795,736,5.530297423,731,0.238984785,737,0.427816778,737,0.363901369,737
199.22,30204146,737.229936,737.229838,-0.098,-0.133,C26H28O14,34,41,0,18,0,42,1.235294118,0.529411765,70,0,0.133,74423097888,0.000193598,417.4783194,-4,0.2,14,-0.176470588,0.593359423,736,5.494194925,732,0.202621128,737,0.464213345,737,0.400294782,737
604.06,39690472,739.151049,739.151588,0.539,0.729,C25H24O15,35,31,0,18,0,32,0.914285714,0.514285714,72,0,0.729,74423097888,4.82E-05,417.4783194,2,0.423076923,20,0.114285714,0.673755266,738,5.587365862,733,0.281998427,739,0.386574296,739,0.322489114,739
489.66,46014688,739.1733,739.172717,-0.583,-0.788,C24H20O16,32,35,0,20,0,36,1.125,0.625,66,0,0.788,74423097888,0.000126625,417.4783194,-5,0.227272727,15,0.125,0.652649859,738,5.566400913,733,0.260881821,739,0.407710013,739,0.343623,739
488.26,20988120,739.187943,739.187973,0.03,0.041,C23H16O17,36,35,0,17,0,36,1,0.472222222,74,0,0.041,74423097888,0.000126405,417.4783194,2,0.381818182,19,-0.055555556,0.637410894,738,5.551263364,733,0.24563477,739,0.422970863,739,0.358882527,739
344.62,8110071,739.208976,739.209103,0.127,0.172,C25H25NO14,33,39,0,19,0,40,1.212121212,0.575757576,68,0,0.172,74423097888,0.000241046,417.4783194,-5,0.191489362,14,-0.060606061,0.616304488,738,5.530297423,733,0.224517165,739,0.44410758,739,0.380017413,739
570.1,13377299,739.224013,739.224359,0.346,0.468,C28H34O12,37,39,0,16,0,40,1.081081081,0.432432432,76,0,0.468,74423097888,6.47E-05,417.4783194,2,0.344827586,18,-0.216216216,0.601065523,738,5.515159874,733,0.209270115,739,0.459368431,739,0.39527694,739
361.02,20635402,739.24457,739.244975,0.405,0.548,C27H30O13,47,35,2,7,0,36,0.765957447,0.14893617,98,2,0.548,74423097888,8.56E-05,417.4783194,24,0.614457831,31,-0.340425532,0.580472543,738,5.494703942,734,0.188666208,739,0.479990985,739,0.415897707,739
231.3,28860160,741.167205,741.167238,0.033,0.045,C26H26O14,35,33,0,18,0,34,0.971428571,0.514285714,72,0,0.045,74423097888,0.000133952,417.4783194,1,0.384615385,19,0.057142857,0.660355959,740,5.587365862,735,0.267530808,741,0.402865098,741,0.338605158,741
354.94,37412600,741.188453,741.188367,-0.086,-0.116,C25H22O15,32,37,0,20,0,38,1.1875,0.625,66,0,0.116,74423097888,0.000163947,417.4783194,-6,0.181818182,14,0.0625,0.639250552,740,5.566400913,735,0.246414202,741,0.424000815,741,0.359739043,741
460.47,38657776,741.203368,741.203623,0.255,0.344,C24H18O16,36,37,0,17,0,38,1.055555556,0.472222222,74,0,0.344,74423097888,0.000139566,417.4783194,1,0.345454545,18,-0.111111111,0.624011587,740,5.551263364,735,0.231167151,741,0.439261665,741,0.374998571,741
251.71,12832030,741.224907,741.224753,-0.154,-0.208,C28H32O12,33,41,0,19,0,42,1.272727273,0.575757576,68,0,0.208,74423097888,0.000185026,417.4783194,-6,0.14893617,13,-0.121212121,0.602905181,740,5.530297423,735,0.210049546,741,0.460398383,741,0.396133456,741
173.03,10632475,741.260855,741.261138,0.283,0.382,C24H32O15,34,45,0,18,0,46,1.352941176,0.529411765,70,0,0.382,74423097888,5.33E-05,417.4783194,-6,0.12,12,-0.294117647,0.566560809,740,5.494194925,736,0.173685889,741,0.49679495,741,0.432526869,741
586.65,18791702,743.146344,743.146502,0.158,0.213,C27H28O13,34,31,0,19,0,32,0.941176471,0.558823529,70,0,0.213,74423097888,6.97E-05,417.4783194,0,0.387755102,19,0.176470588,0.683302023,742,5.623469352,737,0.289427844,743,0.382758333,743,0.318326789,743
623.92,26647820,743.168344,743.167632,-0.712,-0.958,C26H24O14,31,35,0,21,0,36,1.161290323,0.677419355,64,0,0.958,74423097888,4.05E-05,417.4783194,-7,0.170731707,14,0.193548387,0.662195617,742,5.602503411,737,0.268310239,743,0.40389505,743,0.339461674,743
501.33,34512132,743.182838,743.182888,0.049,0.066,C25H20O15,35,35,0,18,0,36,1.028571429,0.514285714,72,0,0.066,74423097888,0.000181291,417.4783194,0,0.346153846,18,0,0.646956652,742,5.587365862,737,0.253063188,743,0.4191559,743,0.354721202,743
544.54,22363386,743.203847,743.204017,0.171,0.23,C24H16O16,32,39,0,20,0,40,1.25,0.625,66,0,0.23,74423097888,0.000118879,417.4783194,-7,0.136363636,13,0,0.625851245,742,5.566400913,737,0.231946582,743,0.440291618,743,0.375855087,743
452.33,9476917,743.219383,743.219273,-0.109,-0.147,C26H38O13,36,39,0,17,0,40,1.111111111,0.472222222,74,0,0.147,74423097888,0.000124218,417.4783194,0,0.309090909,17,-0.166666667,0.61061228,742,5.551263364,737,0.216699532,743,0.455552468,743,0.391114614,743
507.16,15563564,743.240314,743.240403,0.089,0.119,C25H34O14,33,43,0,19,0,44,1.333333333,0.575757576,68,0,0.119,74423097888,9.60E-05,417.4783194,-7,0.106382979,12,-0.181818182,0.589505874,742,5.530297423,737,0.195581926,743,0.476689185,743,0.4122495,743
539.01,10287911,745.162119,745.162152,0.033,0.044,C28H30O12,34,33,0,19,0,34,1,0.558823529,70,0,0.044,74423097888,0.000106228,417.4783194,-1,0.346938776,18,0.117647059,0.669902716,744,5.623469352,739,0.274960225,745,0.399049135,745,0.334442832,745
145.69,22199074,745.198463,745.198538,0.075,0.1,C24H30O15,35,37,0,18,0,38,1.085714286,0.514285714,72,0,0.1,74423097888,0.000256478,417.4783194,-1,0.307692308,17,-0.057142857,0.633557345,744,5.587365862,739,0.238595569,745,0.435446703,745,0.370837245,745
413.11,21920532,745.219735,745.219667,-0.068,-0.091,C26H22O14,32,41,0,20,0,42,1.3125,0.625,66,0,0.091,74423097888,0.000108155,417.4783194,-8,0.090909091,12,-0.0625,0.612451938,744,5.566400913,739,0.217478963,745,0.45658242,745,0.39197113,745
355.86,26336012,745.235005,745.234923,-0.082,-0.11,C25H18O15,36,41,0,17,0,42,1.166666667,0.472222222,74,0,0.11,74423097888,7.63E-05,417.4783194,-1,0.272727273,16,-0.222222222,0.597212973,744,5.551263364,739,0.202231912,745,0.47184327,745,0.407230658,745
-1000,7043396,746.519457,746.518755,-0.702,-0.941,C27H40O12,47,72,1,4,1,73,1.553191489,0.085106383,97,2,0.941,74423097888,3.64E-05,417.4783194,8,0.186046512,12,-1.276595745,1.314814511,746,6.27739935,741,0.919153008,746,0.243916582,747,0.308640504,747
490.79,14956859,747.17779,747.177802,0.012,0.016,C26H36O13,34,35,0,19,0,36,1.058823529,0.558823529,70,0,0.016,74423097888,0.00020222,417.4783194,-2,0.306122449,17,0.058823529,0.656503409,746,5.623469352,741,0.260492605,747,0.415339938,747,0.350558876,747
298.19,26859826,747.214211,747.214188,-0.023,-0.03,C25H32O14,35,39,0,18,0,40,1.142857143,0.514285714,72,0,0.03,74423097888,0.000255275,417.4783194,-2,0.269230769,16,-0.114285714,0.620158038,746,5.587365862,741,0.224127949,747,0.451737505,747,0.386953289,747
614.59,36018472,747.235641,747.235317,-0.324,-0.434,C24H28O15,32,43,0,20,0,44,1.375,0.625,66,0,0.434,74423097888,5.12E-05,417.4783194,-9,0.045454545,11,-0.125,0.59905263,746,5.566400913,741,0.203011344,747,0.472873223,747,0.408087174,747
-1000,34265364,747.250441,747.250573,0.132,0.177,C22H20O17,36,43,0,17,0,44,1.222222222,0.472222222,74,0,0.177,74423097888,3.82E-05,417.4783194,-2,0.236363636,15,-0.277777778,0.583813665,746,5.551263364,741,0.187764293,747,0.488134073,747,0.423346701,747
542.77,15669520,749.15641,749.157067,0.657,0.877,C25H16O15,33,33,0,20,0,34,1.03030303,0.606060606,68,0,0.877,74423097888,5.20E-05,417.4783194,-3,0.304347826,17,0.181818182,0.679448474,748,5.65957185,743,0.282388642,749,0.395234173,749,0.330281507,749
573.18,23664444,749.172116,749.172323,0.208,0.277,C26H34O13,37,33,0,17,0,34,0.918918919,0.459459459,76,0,0.277,74423097888,4.07E-05,417.4783194,4,0.438596491,21,0,0.664209509,748,5.644434302,743,0.267141592,749,0.410495023,749,0.345541034,749
470.69,34281268,749.193392,749.193453,0.06,0.08,C25H30O14,34,37,0,19,0,38,1.117647059,0.558823529,70,0,0.08,74423097888,0.000249669,417.4783194,-3,0.265306122,16,0,0.643103103,748,5.62346836,743,0.246023986,749,0.43163174,749,0.36667592,749
291.24,43538220,749.229948,749.229838,-0.11,-0.147,C24H26O15,35,41,0,18,0,42,1.2,0.514285714,72,0,0.147,74423097888,0.000171077,417.4783194,-3,0.230769231,15,-0.171428571,0.60675873,748,5.587365862,743,0.20966033,749,0.468028308,749,0.403069332,749
524.86,43390752,751.172571,751.172717,0.146,0.194,C23H22O16,33,35,0,20,0,36,1.090909091,0.606060606,68,0,0.194,74423097888,0.000102949,417.4783194,-4,0.260869565,16,0.121212121,0.666049166,750,5.65957185,745,0.267921023,751,0.411524975,751,0.34639755,751
568.28,27645720,751.188405,751.187973,-0.432,-0.575,C22H18O17,37,35,0,17,0,36,0.972972973,0.459459459,76,0,0.575,74423097888,7.05E-05,417.4783194,3,0.403508772,20,-0.054054054,0.650810201,750,5.644434302,745,0.252673972,751,0.426785825,751,0.361657078,751
346.16,14505286,751.208979,751.209103,0.124,0.164,C27H36O12,34,39,0,19,0,40,1.176470588,0.558823529,70,0,0.164,74423097888,0.000276095,417.4783194,-4,0.224489796,15,-0.058823529,0.629703795,750,5.62346836,745,0.231556367,751,0.447922543,751,0.382791963,751
132.21,27071804,751.245556,751.245488,-0.068,-0.091,C26H32O13,35,43,0,18,0,44,1.257142857,0.514285714,72,0,0.091,74423097888,0.000112086,417.4783194,-4,0.192307692,14,-0.228571429,0.593359423,750,5.587365862,745,0.195192711,751,0.48431911,751,0.419185376,751
551.65,35820852,753.167051,753.167238,0.187,0.248,C25H28O14,36,33,0,18,0,34,0.944444444,0.5,74,0,0.248,74423097888,6.58E-05,417.4783194,2,0.407407407,20,0.055555556,0.673755266,752,5.6805368,747,0.274570009,753,0.406680061,753,0.341379708,753
472.24,43226412,753.188278,753.188367,0.089,0.118,C24H24O15,33,37,0,20,0,38,1.151515152,0.606060606,68,0,0.118,74423097888,0.000140107,417.4783194,-5,0.217391304,15,0.060606061,0.652649859,752,5.65957185,747,0.253453404,753,0.427815778,753,0.362513594,753
529,48452896,753.203729,753.203623,-0.106,-0.141,C23H20O16,37,37,0,17,0,38,1.027027027,0.459459459,76,0,0.141,74423097888,8.53E-05,417.4783194,2,0.368421053,19,-0.108108108,0.637410894,752,5.644434302,747,0.238206353,753,0.443076628,753,0.377773121,753
249.78,19297560,753.224656,753.224753,0.097,0.129,C22H16O17,34,41,0,19,0,42,1.235294118,0.558823529,70,0,0.129,74423097888,0.000201583,417.4783194,-5,0.183673469,14,-0.117647059,0.616304488,752,5.62346836,747,0.217088748,753,0.464213345,753,0.398908007,753
-1000,9696076,753.261287,753.261138,-0.148,-0.197,C28H38O11,35,45,0,18,0,46,1.314285714,0.514285714,72,0,0.197,74423097888,4.13E-05,417.4783194,-5,0.153846154,13,-0.285714286,0.579960116,752,5.587365862,747,0.180725091,753,0.500609913,754,0.435301419,753
-1000,18109252,753.436521,753.437193,0.671,0.891,C27H34O12,47,61,0,8,0,62,1.319148936,0.170212766,96,0,0.891,74423097888,3.64E-05,417.4783194,9,0.302325581,17,-0.978723404,0.404101701,753,5.412677796,748,0.004773365,753,0.676720883,754,0.611397125,754
235.75,26121018,755.182941,755.182888,-0.053,-0.071,C26H30O13,36,35,0,18,0,36,1,0.5,74,0,0.071,74423097888,0.000126851,417.4783194,1,0.37037037,19,0,0.660355959,754,5.6805368,749,0.26010239,755,0.422970863,755,0.357495752,755
392.33,34296624,755.203895,755.204017,0.122,0.162,C25H26O14,33,39,0,20,0,40,1.212121212,0.606060606,68,0,0.162,74423097888,0.000170991,417.4783194,-6,0.173913043,14,0,0.639250552,754,5.65957185,749,0.238985784,755,0.44410658,755,0.378629637,755
565.92,43406120,755.219261,755.219273,0.013,0.017,C24H22O15,37,39,0,17,0,40,1.081081081,0.459459459,76,0,0.017,74423097888,7.69E-05,417.4783194,1,0.333333333,18,-0.162162162,0.624011587,754,5.644434302,749,0.223738733,755,0.45936743,755,0.393889165,755
352.46,42259228,755.24042,755.240403,-0.017,-0.023,C23H18O16,34,43,0,19,0,44,1.294117647,0.558823529,70,0,0.023,74423097888,0.00011001,417.4783194,-6,0.142857143,13,-0.176470588,0.602905181,754,5.62346836,749,0.202621128,755,0.480504148,755,0.41502405,755
-1000,18288958,755.582517,755.583128,0.611,0.809,C27H32O12,47,79,0,7,0,80,1.70212766,0.14893617,96,0,0.809,74423097888,3.73E-05,417.4783194,1,0.103448276,8,-1.404255319,1.260562871,755,6.283404361,750,0.860097171,755,0.176661895,756,0.242171707,756
528.76,26112308,757.162148,757.162152,0.004,0.005,C26H28O13,35,33,0,19,0,34,0.971428571,0.542857143,72,0,0.005,74423097888,8.44E-05,417.4783194,0,0.37254902,19,0.114285714,0.683302023,756,5.71664029,751,0.281999426,757,0.402864098,757,0.337217383,757
693.37,32887084,757.183929,757.183282,-0.648,-0.855,C25H24O14,32,37,0,21,0,38,1.1875,0.65625,66,0,0.855,74423097888,5.26E-05,417.4783194,-7,0.162790698,14,0.125,0.662195617,756,5.695674348,751,0.260881821,757,0.424000815,757,0.358352268,757
228.59,43700512,757.198656,757.198538,-0.118,-0.156,C24H20O15,36,37,0,18,0,38,1.055555556,0.5,74,0,0.156,74423097888,0.000153828,417.4783194,0,0.333333333,18,-0.055555556,0.646956652,756,5.6805368,751,0.24563477,757,0.439261665,757,0.373611796,757
283.66,28610840,757.219457,757.219667,0.21,0.277,C23H16O16,33,41,0,20,0,42,1.272727273,0.606060606,68,0,0.277,74423097888,0.000143371,417.4783194,-7,0.130434783,13,-0.060606061,0.625851245,756,5.65957185,751,0.224518165,757,0.460397383,757,0.394745681,757
422.27,14053174,757.235169,757.234923,-0.246,-0.325,C27H30O12,37,41,0,17,0,42,1.135135135,0.459459459,76,0,0.325,74423097888,8.88E-05,417.4783194,0,0.298245614,17,-0.216216216,0.61061228,756,5.644434302,751,0.209271114,757,0.475658233,757,0.410005208,757
-1000,13889330,757.869807,757.869689,-0.118,-0.156,C23H30O15,23,4,1,27,1,5,0.217391304,1.173913043,49,2,0.156,74423097888,3.74E-05,417.4783194,-5,0.866666667,22,2.347826087,0.976555065,757,6.01459678,752,0.574877468,757,0.110626033,758,0.044917974,758
-1000,16977696,759.087243,759.087412,0.169,0.223,C21H22O17,54,15,0,6,0,16,0.296296296,0.111111111,110,0,0.223,74423097888,3.78E-05,417.4783194,41,0.862745098,47,-0.074074074,0.760191786,758,5.80632848,753,0.357868784,759,0.328736164,759,0.262922527,759
503.97,37031708,759.178011,759.177802,-0.209,-0.275,C24H18O15,35,35,0,19,0,36,1.028571429,0.542857143,72,0,0.275,74423097888,0.000133032,417.4783194,-1,0.333333333,18,0.057142857,0.669902716,758,5.71664029,753,0.267531807,759,0.4191549,759,0.353333426,759
494.37,10390844,759.199325,759.198932,-0.393,-0.518,C25H36O13,32,39,0,21,0,40,1.25,0.65625,66,0,0.518,74423097888,6.10E-05,417.4783194,-8,0.11627907,13,0.0625,0.64879631,758,5.695674348,753,0.246414202,759,0.440291618,759,0.374468312,759
116.79,17771826,759.214268,759.214188,-0.08,-0.105,C24H32O14,36,39,0,18,0,40,1.111111111,0.5,74,0,0.105,74423097888,0.000173209,417.4783194,-1,0.296296296,17,-0.111111111,0.633557345,758,5.6805368,753,0.231167151,759,0.455552468,759,0.389727839,759
588.24,14191917,759.235658,759.235317,-0.341,-0.449,C27H28O12,33,43,0,20,0,44,1.333333333,0.606060606,68,0,0.449,74423097888,7.59E-05,417.4783194,-8,0.086956522,12,-0.121212121,0.612451938,758,5.65957185,753,0.210050545,759,0.476688185,759,0.410861724,759
-1000,29347114,760.624847,760.624934,0.086,0.114,C23H28O15,50,82,1,4,0,83,1.66,0.08,103,1,0.114,74423097888,4.08E-05,417.4783194,6,0.14893617,10,-1.44,1.224386596,760,6.280744177,755,0.821248695,760,0.133253037,761,0.199199979,761
-1000,17460516,761.029773,761.030152,0.38,0.499,C26H24O13,31,21,0,21,1,22,0.709677419,0.677419355,64,1,0.499,74423097888,3.69E-05,417.4783194,0,0.487179487,21,0.709677419,0.819621066,760,5.878672389,755,0.416268396,761,0.272093787,761,0.206111713,761
505.52,24489242,761.156564,761.157067,0.503,0.66,C25H20O14,34,33,0,20,0,34,1,0.588235294,70,0,0.66,74423097888,5.92E-05,417.4783194,-2,0.333333333,18,0.176470588,0.692847781,760,5.752742788,755,0.289427844,761,0.399049135,761,0.333056057,761
476.04,23063824,761.193431,761.193453,0.022,0.029,C24H16O15,35,37,0,19,0,38,1.085714286,0.542857143,72,0,0.029,74423097888,0.000196113,417.4783194,-2,0.294117647,17,0,0.65650241,760,5.716639297,755,0.253063188,761,0.435446703,761,0.36945047,761
222.64,7300123,761.229732,761.229838,0.106,0.139,C25H21NO13,36,41,0,18,0,42,1.166666667,0.5,74,0,0.139,74423097888,0.000141572,417.4783194,-2,0.259259259,16,-0.166666667,0.620158038,760,5.6805368,755,0.216699532,761,0.47184327,761,0.405843883,761
-1000,8678202,761.266444,761.266224,-0.221,-0.29,C26H38O12,37,45,0,17,0,46,1.243243243,0.459459459,76,0,0.29,74423097888,4.03E-05,417.4783194,-2,0.228070175,15,-0.324324324,0.583812667,760,5.644433309,755,0.180334876,761,0.508240838,762,0.442238296,761
700.44,20294448,762.218054,762.218701,0.646,0.848,C25H34O13,55,28,3,2,0,29,0.527272727,0.036363636,115,3,0.848,74423097888,3.88E-05,417.4783194,41,0.764705882,43,-0.290909091,0.632399211,761,5.699351574,756,0.228416599,762,0.461020643,762,0.39493552,762
567.57,15936300,763.172677,763.172717,0.04,0.053,C21H34O16,34,35,0,20,0,36,1.058823529,0.588235294,70,0,0.053,74423097888,8.41E-05,417.4783194,-3,0.291666667,17,0.117647059,0.679448474,762,5.752742788,757,0.274960225,763,0.415339938,763,0.349172101,763
632.55,33819432,763.187834,763.187973,0.139,0.182,C24H30O14,38,35,0,17,0,36,0.947368421,0.447368421,78,0,0.182,74423097888,4.47E-05,417.4783194,4,0.423728814,21,-0.052631579,0.664209509,762,5.737605239,757,0.259713174,763,0.430600788,763,0.364431628,763
383.28,42322716,763.209168,763.209103,-0.065,-0.086,C23H26O15,35,39,0,19,0,40,1.142857143,0.542857143,72,0,0.086,74423097888,0.000201626,417.4783194,-3,0.254901961,16,-0.057142857,0.643103103,762,5.716639297,757,0.238595569,763,0.451737505,763,0.385566514,763
290.1,13540120,763.245207,763.245488,0.281,0.368,C26H22O13,36,43,0,18,0,44,1.222222222,0.5,74,0,0.368,74423097888,7.84E-05,417.4783194,-3,0.222222222,15,-0.222222222,0.60675873,762,5.6805368,757,0.202231912,763,0.488134073,763,0.421959926,763
501.76,22924042,765.167046,765.167238,0.191,0.25,C21H18O17,37,33,0,18,0,34,0.918918919,0.486486486,76,0,0.25,74423097888,4.52E-05,417.4783194,3,0.428571429,21,0.054054054,0.687154574,764,5.773707737,759,0.281609211,765,0.410495023,765,0.344154259,765
476.01,15427883,765.188352,765.188367,0.015,0.019,C26H36O12,34,37,0,20,0,38,1.117647059,0.588235294,70,0,0.019,74423097888,0.000151881,417.4783194,-4,0.25,16,0.058823529,0.666049166,764,5.752742788,759,0.260492605,765,0.43163074,765,0.365288144,765
577.69,29542690,765.203375,765.203623,0.248,0.324,C25H32O13,38,37,0,17,0,38,1,0.447368421,78,0,0.324,74423097888,5.32E-05,417.4783194,3,0.389830508,20,-0.105263158,0.650810201,764,5.737605239,759,0.245245554,765,0.44689159,765,0.380547672,765
278.89,45287704,765.224616,765.224753,0.137,0.179,C24H28O14,35,41,0,19,0,42,1.2,0.542857143,72,0,0.179,74423097888,0.000168227,417.4783194,-4,0.215686275,15,-0.114285714,0.629703795,764,5.716639297,759,0.224127949,765,0.468028308,765,0.401682557,765
-1000,49989904,765.260635,765.261138,0.503,0.657,C23H24O15,36,45,0,18,0,46,1.277777778,0.5,74,0,0.657,74423097888,4.54E-05,417.4783194,-4,0.185185185,14,-0.277777778,0.593359423,764,5.6805368,759,0.187764293,765,0.504424875,766,0.43807597,765
678.32,50055428,767.182732,767.182888,0.156,0.204,C22H20O16,37,35,0,18,0,36,0.972972973,0.486486486,76,0,0.204,74423097888,6.01E-05,417.4783194,2,0.392857143,20,0,0.673755266,766,5.773707737,761,0.267141592,767,0.426785825,767,0.360270302,767
418.1,17131772,767.204041,767.204017,-0.024,-0.031,C21H16O17,34,39,0,20,0,40,1.176470588,0.588235294,70,0,0.031,74423097888,0.000162347,417.4783194,-5,0.208333333,15,0,0.652649859,766,5.752742788,761,0.246024986,767,0.447921543,767,0.381404188,767
600.04,10508067,767.219922,767.219273,-0.649,-0.846,C27H38O11,38,39,0,17,0,40,1.052631579,0.447368421,78,0,0.846,74423097888,4.64E-05,417.4783194,2,0.355932203,19,-0.157894737,0.637410894,766,5.737605239,761,0.230777935,767,0.463182393,767,0.396663715,767
177.83,21997338,767.240431,767.240403,-0.028,-0.037,C26H34O12,35,43,0,19,0,44,1.257142857,0.542857143,72,0,0.037,74423097888,0.000106761,417.4783194,-5,0.176470588,14,-0.171428571,0.616304488,766,5.716639297,761,0.20966033,767,0.48431911,767,0.417798601,767
511.87,36603664,769.183333,769.183282,-0.051,-0.066,C25H30O13,33,37,0,21,0,38,1.151515152,0.636363636,68,0,0.066,74423097888,5.92E-05,417.4783194,-6,0.2,15,0.121212121,0.675594924,768,5.788845286,763,0.267921023,769,0.427815778,769,0.361126819,769
499.11,46253832,769.198411,769.198538,0.127,0.165,C24H26O14,37,37,0,18,0,38,1.027027027,0.486486486,76,0,0.165,74423097888,9.51E-05,417.4783194,1,0.357142857,19,-0.054054054,0.660355959,768,5.773707737,763,0.252673972,769,0.443076628,769,0.376386346,769
318.7,52987644,769.219762,769.219667,-0.094,-0.123,C23H22O15,34,41,0,20,0,42,1.235294118,0.588235294,70,0,0.123,74423097888,0.000138856,417.4783194,-6,0.166666667,14,-0.058823529,0.639250552,768,5.752742788,763,0.231557366,769,0.464212345,769,0.397520231,769
-1000,51103476,769.255946,769.256053,0.106,0.138,C22H18O16,35,45,0,19,0,46,1.314285714,0.542857143,72,0,0.138,74423097888,4.99E-05,417.4783194,-6,0.137254902,13,-0.228571429,0.602905181,768,5.716639297,763,0.195192711,769,0.500609913,770,0.433914644,769
454.22,13423886,771.140159,771.140904,0.745,0.966,C27H36O11,48,23,2,9,0,24,0.5,0.1875,100,2,0.966,74423097888,3.76E-05,417.4783194,29,0.759036145,38,0,0.720158822,770,5.846422742,765,0.311447364,771,0.386060132,771,0.319201445,771
467.47,24896772,771.16419,771.163554,-0.636,-0.825,C26H32O12,54,27,0,4,1,28,0.518518519,0.074074074,110,1,0.825,74423097888,4.28E-05,417.4783194,37,0.745098039,41,-0.333333333,0.697534114,770,5.823948602,765,0.288810651,771,0.408717333,771,0.341856682,771
560.7,37078268,771.177876,771.177802,-0.073,-0.095,C25H28O13,36,35,0,19,0,36,1,0.527777778,74,0,0.095,74423097888,6.98E-05,417.4783194,0,0.358490566,19,0.055555556,0.683302023,770,5.809811227,765,0.274571009,771,0.422969863,771,0.356107977,771
251.28,44582128,771.214276,771.214188,-0.088,-0.114,C24H24O14,37,39,0,18,0,40,1.081081081,0.486486486,76,0,0.114,74423097888,0.000133582,417.4783194,0,0.321428571,18,-0.108108108,0.646956652,770,5.773707737,765,0.238206353,771,0.45936743,771,0.39250239,771
435.16,59376872,771.235129,771.235317,0.188,0.244,C23H20O15,34,43,0,20,0,44,1.294117647,0.588235294,70,0,0.244,74423097888,8.76E-05,417.4783194,-7,0.125,13,-0.117647059,0.625851245,770,5.752742788,765,0.217089747,771,0.480503147,771,0.413636275,771
609.79,34882780,773.157454,773.157067,-0.387,-0.5,C22H16O16,35,33,0,20,0,34,0.971428571,0.571428571,72,0,0.5,74423097888,4.67E-05,417.4783194,-1,0.36,19,0.171428571,0.706247088,772,5.845913725,767,0.296467046,773,0.402864098,773,0.335830608,773
505.55,16900858,773.193396,773.193453,0.056,0.073,C24H38O13,36,37,0,19,0,38,1.055555556,0.527777778,74,0,0.073,74423097888,0.000121593,417.4783194,-1,0.320754717,18,0,0.669901717,772,5.809810235,767,0.26010239,773,0.439261665,773,0.37222502,773
627.4,15180532,773.214018,773.214582,0.564,0.73,C27H34O11,33,41,0,21,0,42,1.272727273,0.636363636,68,0,0.73,74423097888,6.14E-05,417.4783194,-8,0.111111111,13,0,0.64879631,772,5.788845286,767,0.238985784,773,0.460397383,773,0.393358906,773
268.29,24150762,773.229833,773.229838,0.005,0.007,C26H30O12,37,41,0,18,0,42,1.135135135,0.486486486,76,0,0.007,74423097888,0.000106183,417.4783194,-1,0.285714286,17,-0.162162162,0.633557345,772,5.773707737,767,0.223738733,773,0.475658233,773,0.408618433,773
568.39,33932000,773.251112,773.250967,-0.145,-0.187,C25H26O13,34,45,0,20,0,46,1.352941176,0.588235294,70,0,0.187,74423097888,5.59E-05,417.4783194,-8,0.083333333,12,-0.176470588,0.612451938,772,5.752742788,767,0.202622128,773,0.49679395,773,0.429752318,773
-1000,44483288,773.554423,773.554806,0.383,0.495,C24H22O14,50,77,0,4,1,78,1.56,0.08,102,1,0.495,74423097888,3.98E-05,417.4783194,8,0.191489362,12,-1.36,1.308952207,773,6.451262868,768,0.89896136,773,0.199270456,774,0.26633843,774
499.39,54018764,775.172644,775.172717,0.073,0.094,C23H18O15,35,35,0,20,0,36,1.028571429,0.571428571,72,0,0.094,74423097888,7.55E-05,417.4783194,-2,0.32,18,0.114285714,0.692847781,774,5.845913725,769,0.281999426,775,0.4191549,775,0.351946651,775
